"","date","image","objective","time_pf","num_of_cells","meiotic","stage","cell_diameter_um","spindle_length__asters_um","spindle_length_poles_um","spindle_width_um","spindle_aspect_ratio_asters_um","spindle_aspect_ratio_poles_um","centrosome","metaphase_plate_lengt_h_um","metaphase_plate_width_um","metaphase_plate_aspect_ratio_um","distance_between_chromosomes_um","microscope","fixation","organism","phylum","classification","genome","chromosomes","day","cleavage_type","num_of_cells_CAT","num_of_cells_NUM","classification_CAT","phylum_CAT","organism_CAT","cleavage_type_CAT","fixation_CAT","microscope_CAT","stage_CAT","astere.to.pole_distance_AVG","inner_aster_diameter_AVG","polar_body_diameter_AVG","outer_aster_diameter_AVG"
"98","2014-06-03 00:00:00","miniata_t45hr_40x__10","40x",270,"2",0,"m",114.19254,38.87268,26.50263,17.54445,2.21566820276498,1.51059907834101,1,12.2892,5.46546,2.24852071005917,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.3957,10.76922,8.86116,40.79691
"100","2014-06-03 00:00:00","miniata_t45hr_40x__14","40x",270,"1",0,"m",128.85873,47.8632,32.35617,17.52828,2.73062730627306,1.84594095940959,1,12.7743,5.78886,2.20670391061453,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,2.82975,14.14875,8.86116,42.001575
"103","2014-06-03 00:00:00","miniata_t45hr_40x__18","40x",270,"1",0,"m",125.8026,36.13995,25.09584,20.06697,1.80096696212732,1.25060435132957,1,11.93346,4.47909,2.66425992779783,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,2.288055,8.18202,8.86116,39.08289
"104","2014-06-03 00:00:00","miniata_t45hr_40x__20","40x",270,"2",0,"m",105.2667,39.00204,24.4167,18.51465,2.10655021834061,1.31877729257642,1,10.15476,3.83229,2.64978902953587,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.13698,9.419025,8.86116,44.459415
"105","2014-06-03 00:00:00","miniata_t45hr_40x__21","40x",270,"1",0,"m",142.19898,46.35939,27.61836,20.74611,2.23460639127046,1.33125487139517,1,12.69345,4.46292,2.84420289855072,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,4.050585,11.569635,8.86116,52.48782
"106","2014-06-03 00:00:00","miniata_t45hr_40x__24","40x",270,"4",0,"m",80.91468,39.00204,24.7401,19.82442,1.9673735725938,1.24796084828711,1,11.98197,5.86971,2.04132231404959,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,3.048045,10.36497,8.86116,37.635675
"107","2014-06-03 00:00:00","miniata_t45hr_40x__28","40x",270,"1",0,"m",143.20152,47.87937,35.78421,17.28573,2.76987839101964,2.07015902712816,1,18.23976,3.73527,4.88311688311688,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,3.791865,10.971345,8.86116,43.72368
"108","2014-06-03 00:00:00","miniata_t45hr_40x__32","40x",270,"1",0,"m",161.24724,50.4504,22.08822,14.86023,3.39499455930359,1.48639825897715,1,10.55901,3.54123,2.98173515981735,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,9.24924,9.11988,8.86116,44.847495
"109","2014-06-03 00:00:00","miniata_t45hr_40x__33","40x",270,"1",0,"m",114.9687,46.47258,31.19193,17.20488,2.70112781954887,1.81296992481203,1,13.03302,4.78632,2.72297297297297,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,3.953565,9.68583,8.86116,40.89393
"110","2014-06-03 00:00:00","miniata_t45hr_40x__35","40x",270,"1",0,"m",189.69027,67.20252,42.59178,25.75881,2.60891399874451,1.65348399246704,1,20.89164,5.8212,3.58888888888889,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,6.59736,21.15036,8.86116,89.24223
"111","2014-06-03 00:00:00","miniata_t45hr_40x__36","40x",270,"1",0,"m",143.47641,61.38132,36.17229,19.61421,3.12943116240726,1.8441879637263,1,15.44235,4.43058,3.48540145985401,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,4.357815,15.563625,8.86116,64.69617
"112","2014-06-03 00:00:00","miniata_t45hr_40x__38","40x",270,"1",0,"m",143.1045,42.31689,26.74518,17.49594,2.41866913123845,1.52865064695009,1,12.79047,6.03141,2.12064343163539,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,4.09101,9.564555,8.29521,61.470255
"113","2014-06-03 00:00:00","miniata_t45hr_40x__39","40x",270,"1",0,"m",124.0239,49.22148,41.15265,26.0337,1.89068322981366,1.58074534161491,1,18.01338,4.73781,3.80204778156997,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,0,17.827425,8.29521,45.16281
"114","2014-06-03 00:00:00","miniata_t45hr_40x__41","40x",270,"1",0,"m",141.08325,38.808,30.3996,26.17923,1.48239654107474,1.16121062384188,1,9.97689,3.84846,2.59243697478992,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,0,10.30029,8.29521,60.33027
"115","2014-06-03 00:00:00","miniata_t45hr_40x__44","40x",270,"2",0,"m",105.89733,46.48875,33.29403,15.81426,2.93967280163599,2.10531697341513,1,12.15984,3.79995,3.2,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.500805,7.155225,8.497335,30.375345
"116","2014-06-03 00:00:00","miniata_t45hr_40x__44","40x",270,"2",0,"m",84.82782,45.72876,31.70937,17.47977,2.61609620721554,1.81406105457909,1,16.10532,4.99653,3.22330097087379,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,2.60337,8.820735,8.497335,38.98587
"117","2014-06-03 00:00:00","miniata_t45hr_40x__48","40x",270,"2",0,"m",107.6922,30.77151,20.79462,15.05427,2.04403866809882,1.3813104189044,1,8.76414,4.10718,2.13385826771654,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.112725,7.042035,8.497335,35.533575
"121","2014-06-03 00:00:00","miniata_t45hr_40x__54","40x",270,"2",0,"m",108.09645,47.10321,33.08382,22.21758,2.12008733624454,1.48908296943231,1,15.41001,5.28759,2.91437308868501,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.161235,14.981505,8.497335,49.43169
"124","2014-06-03 00:00:00","miniata_t45hr_40x__58","40x",270,"2",0,"m",103.58502,41.65392,26.3571,17.70615,2.35251141552511,1.48858447488584,1,12.22452,3.34719,3.65217391304348,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,2.78124,10.162845,8.497335,34.482525
"125","2014-06-03 00:00:00","miniata_t45hr_40x__59","40x",270,"2",0,"m",111.75087,43.80453,25.45158,19.09677,2.29381879762913,1.33276883996613,1,10.28412,5.43312,1.89285714285714,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,5.0127,11.133045,8.497335,43.230495
"126","2014-06-03 00:00:00","miniata_t45hr_40x__67","40x",270,"4",0,"m",73.68669,33.09999,20.35803,15.21597,2.17534537725824,1.33793836344315,1,8.48925,3.13698,2.70618556701031,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,2.95911,7.16331,8.497335,29.890245
"127","2014-06-03 00:00:00","miniata_t45hr_40x__68","40x",270,"2",0,"m",98.3136,37.09398,23.85075,19.7274,1.88032786885246,1.20901639344262,1,10.89858,NA,NA,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,2.352735,11.39985,8.497335,41.70243
"128","2014-06-03 00:00:00","miniata_t45hr_40x__69","40x",270,"2",0,"m",122.71413,36.67356,22.73502,14.8764,2.46521739130435,1.52826086956522,1,12.43473,4.93185,2.52131147540984,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.630165,7.01778,8.497335,38.282475
"130","2014-06-03 00:00:00","miniata_t45hr_40x__71","40x",270,"4",0,"m",72.66798,34.9272,20.00229,16.41255,2.12807881773399,1.21871921182266,1,11.75559,3.84846,3.0546218487395,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,2.73273,8.594355,8.497335,28.645155
"132","2014-06-03 00:00:00","miniata_t45hr_40x__74","40x",270,"2",0,"m",94.25493,43.77219,29.00898,18.04572,2.42562724014337,1.60752688172043,1,14.7147,4.88334,3.01324503311258,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.128895,12.48324,8.497335,49.02744
"133","2014-06-03 00:00:00","miniata_t45hr_40x__75","40x",270,"2",0,"m",120.66054,47.03853,32.67957,17.88402,2.63019891500904,1.82730560578662,1,14.65002,4.13952,3.5390625,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.387615,10.12242,8.497335,41.36286
"134","2014-06-03 00:00:00","miniata_t45hr_40x__79","40x",270,"1",0,"m",168.9765,48.60702,27.56985,14.77938,3.28884026258206,1.86542669584245,1,14.74704,5.88588,2.50549450549451,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,0,23.89926,8.497335,68.633565
"135","2014-06-03 00:00:00","miniata_t45hr_40x__80","40x",270,"1",0,"m",165.27357,46.37556,28.39452,15.16746,3.05756929637527,1.87206823027719,1,16.18617,8.7318,1.8537037037037,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",1,1,1,1,1,1,2,1,2,5.23908,19.929525,8.14968,70.79226
"137","2014-06-03 00:00:00","miniata_t45hr_40x__85","40x",270,"2",0,"m",112.3815,37.80546,23.49501,22.37928,1.6893063583815,1.04985549132948,1,14.86023,4.67313,3.17993079584775,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.145065,9.3786,8.14968,41.241585
"138","2014-06-03 00:00:00","miniata_t45hr_40x__87","40x",270,"2",0,"m",116.60187,42.02583,29.47791,15.05427,2.79162191192266,1.95810955961332,1,10.94709,3.52506,3.10550458715596,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,3.25017,7.640325,8.14968,41.37903
"139","2014-06-03 00:00:00","miniata_t45hr_40x__89","40x",270,"2",0,"m",122.11584,47.2164,32.11362,19.75974,2.38952536824877,1.62520458265139,1,14.43981,4.47909,3.22382671480144,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,2.110185,9.936465,8.14968,47.83086
"143","2014-06-03 00:00:00","miniata_t45hr_40x__93","40x",270,"2",0,"m",121.66308,48.8334,36.0591,20.39037,2.3949246629659,1.76843774781919,1,15.78192,5.4978,2.87058823529412,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,2.02125,8.125425,7.69692,39.721605
"146","2014-06-03 00:00:00","miniata_t45hr_40x__97","40x",270,"4",0,"m",81.38361,31.93575,18.01338,12.01431,2.65814266487214,1.49932705248991,1,13.16238,3.58974,3.66666666666667,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,0,13.623225,7.69692,41.096055
"147","2014-06-03 00:00:00","miniata_t45hr_40x__98","40x",270,"4",0,"m",78.68322,36.09144,22.08822,14.08407,2.56257175660161,1.5683122847302,1,12.11133,3.5574,3.40454545454545,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,3.274425,8.545845,7.69692,34.547205
"148","2014-06-03 00:00:00","miniata_t45hr_40x__99","40x",270,"2",0,"m",112.7049,50.51508,32.71191,23.9316,2.11081081081081,1.36689189189189,1,14.10024,4.30122,3.2781954887218,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,2.999535,12.33771,7.69692,42.664545
"149","2014-06-03 00:00:00","miniata_t5hr_40x__1","40x",300,"4",0,"m",87.33417,38.30673,27.3273,17.65764,2.16941391941392,1.54761904761905,1,13.2594,4.3659,3.03703703703704,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,3.21783,14.16492,7.69692,38.67864
"150","2014-06-03 00:00:00","miniata_t5hr_40x__2","40x",300,"4",0,"m",79.08747,41.42754,28.34601,17.75466,2.33333333333333,1.59653916211293,1,11.65857,3.83229,3.042194092827,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,1.90806,NA,7.69692,37.102065
"152","2014-06-03 00:00:00","miniata_t5hr_40x__8","40x",300,"2",0,"m",113.01213,43.46496,31.01406,18.44997,2.3558282208589,1.68098159509202,1,12.38622,5.27142,2.34969325153374,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",2,2,1,1,1,1,2,1,2,2.89443,12.378135,7.69692,47.078955
"153","2014-06-03 00:00:00","miniata_t5hr_40x__9","40x",300,"4",0,"m",80.81766,37.91865,24.98265,18.96741,1.99914748508099,1.31713554987212,1,12.58026,5.02887,2.5016077170418,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,3.533145,8.50542,7.69692,33.657855
"154","2014-06-03 00:00:00","miniata_t5hr_40x__10","40x",300,"4",0,"m",76.61346,33.98934,20.2125,13.80918,2.46135831381733,1.46370023419204,1,11.86878,3.89697,3.04564315352697,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,NA,8.02032,7.30884,36.245055
"155","2014-06-03 00:00:00","miniata_t5hr_40x__11","40x",300,"8",0,"m",61.80174,28.24899,14.11641,13.79301,2.04806565064478,1.02344665885111,1,9.91221,4.46292,2.22101449275362,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,3.646335,5.28759,7.30884,30.98172
"157","2014-06-03 00:00:00","miniata_t5hr_40x__13","40x",300,"4",0,"m",80.86617,41.76711,28.73409,15.65256,2.66838842975207,1.83574380165289,1,12.91983,5.19057,2.48909657320872,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,1.84338,8.06883,7.30884,22.36311
"158","2014-06-03 00:00:00","miniata_t5hr_40x__16","40x",300,"8",0,"m",76.67814,39.6165,34.1187,17.1402,2.31132075471698,1.99056603773585,1,13.77684,4.88334,2.82119205298013,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,0,8.78031,12.46707,40.546275
"159","2014-06-03 00:00:00","miniata_t5hr_40x__17","40x",300,"8",0,"m",79.21683,38.27439,23.55969,16.57425,2.30926829268293,1.42146341463415,1,11.86878,3.65442,3.24778761061947,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,2.49018,9.338175,12.46707,46.221945
"161","2014-06-03 00:00:00","miniata_t5hr_40x__21","40x",300,"4",0,"m",111.55683,47.00619,32.63106,18.5955,2.52782608695652,1.75478260869565,1,13.5828,5.10972,2.65822784810127,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",3,4,1,1,1,1,2,1,2,NA,9.00669,12.46707,50.40189
"162","2014-06-03 00:00:00","miniata_t5hr_40x__23","40x",300,"8",0,"m",68.04336,34.84635,27.23028,16.05681,2.17019133937563,1.69587109768379,1,14.48832,4.73781,3.0580204778157,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,0,8.18202,12.46707,26.995815
"163","2014-06-03 00:00:00","miniata_t5hr_40x__24","40x",300,"8",0,"m",83.19465,38.93736,29.44557,18.82188,2.06872852233677,1.56443298969072,1,13.59897,4.88334,2.78476821192053,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,3.29868,9.742425,12.46707,35.291025
"164","2014-06-03 00:00:00","miniata_t5hr_40x__25","40x",300,"8",0,"m",60.33027,29.68812,22.49247,15.05427,1.97207303974221,1.49409237379162,1,11.57772,4.6893,2.46896551724138,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,1.851465,8.18202,12.46707,28.92813
"165","2014-06-03 00:00:00","miniata_t5hr_40x__26","40x",300,"8",0,"m",67.13784,33.66594,21.40908,15.42618,2.18238993710692,1.38784067085954,1,12.51558,4.0425,3.096,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,2.24763,7.802025,12.46707,32.865525
"166","2014-06-03 00:00:00","miniata_t5hr_40x__27","40x",300,"8",0,"m",76.14453,37.5144,25.56477,15.24831,2.46023329798515,1.67656415694592,1,11.39985,6.468,1.7625,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,1.010625,9.758595,12.46707,40.55436
"167","2014-06-03 00:00:00","miniata_t5hr_40x__28","40x",300,"8",0,"m",78.21429,33.18084,18.62784,16.71978,1.98452611218569,1.11411992263056,1,11.07645,4.01016,2.76209677419355,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,3.290595,8.125425,12.46707,34.00551
"168","2014-06-03 00:00:00","miniata_t5hr_40x__29","40x",300,"8",0,"m",73.10457,38.04801,25.53243,17.72232,2.14689781021898,1.44069343065693,1,15.32916,5.4978,2.78823529411765,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,3.20166,11.504955,12.46707,33.593175
"171","2014-06-03 00:00:00","miniata_t5hr_40x__37","40x",300,"8",0,"m",81.83637,30.22173,18.33678,18.54699,1.62946817785527,0.988666085440279,1,11.319,4.89951,2.31023102310231,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,4.050585,9.629235,12.46707,46.21386
"173","2014-06-03 00:00:00","miniata_t5hr_40x__39","40x",300,"8",0,"m",83.79294,38.45226,22.99374,9.62115,3.99663865546218,2.38991596638655,1,9.0552,2.95911,3.06010928961749,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,0,8.63478,12.46707,35.695275
"174","2014-06-03 00:00:00","miniata_t5hr_40x__40","40x",300,"8",0,"m",83.87379,41.89647,26.85837,21.44142,1.95399698340875,1.2526395173454,1,10.07391,5.56248,1.81104651162791,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,2.32848,10.421565,12.46707,36.843345
"175","2014-06-03 00:00:00","miniata_t5hr_40x__41","40x",300,"8",0,"m",83.16231,33.21318,21.5061,12.35388,2.68848167539267,1.74083769633508,1,10.15476,4.86717,2.08637873754153,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,2.45784,10.276035,12.46707,34.00551
"176","2014-06-03 00:00:00","miniata_t5hr_40x__42","40x",300,"16",0,"m",58.26051,29.28387,18.9189,7.7616,3.77291666666667,2.4375,1,10.55901,2.61954,4.03086419753086,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",5,16,1,1,1,1,2,1,2,NA,NA,12.46707,18.95124
"177","2014-06-03 00:00:00","miniata_t5hr_40x__43","40x",300,"8",0,"m",72.765,33.87615,21.78099,16.57425,2.04390243902439,1.31414634146341,1,12.07899,3.78378,3.19230769230769,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,3.10464,8.287125,9.75051,39.398205
"178","2014-06-03 00:00:00","miniata_t5hr_40x__44","40x",300,"8",0,"m",95.09577,38.04801,24.98265,23.2848,1.63402777777778,1.07291666666667,1,10.55901,4.54377,2.32384341637011,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,2.84592,11.359425,9.75051,47.919795
"180","2014-06-03 00:00:00","miniata_t5hr_40x__46","40x",300,"8",0,"m",82.98444,32.04894,19.58187,16.4934,1.94313725490196,1.18725490196078,1,10.93092,4.2042,2.6,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,2.1021,9.289665,9.75051,49.973385
"183","2014-06-03 00:00:00","miniata_t5hr_40x__51","40x",300,"8",0,"m",81.99807,37.0293,25.16052,20.68143,1.79046129788898,1.21657544956998,1,14.11641,2.95911,4.77049180327869,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,2.126355,8.351805,9.75051,35.7357
"185","2014-06-03 00:00:00","miniata_t6hr_40x__1","40x",300,"16",0,"m",93.1392,41.10414,29.106,24.9018,1.65064935064935,1.16883116883117,1,17.12403,5.4978,3.11470588235294,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",5,16,1,1,1,1,2,1,2,2.433585,14.965335,9.75051,43.52964
"190","2014-06-03 00:00:00","miniata_t6hr_40x__9","40x",300,"16",0,"m",53.82993,25.16052,14.7147,10.0254,2.50967741935484,1.46774193548387,1,6.29013,3.68676,1.70614035087719,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",5,16,1,1,1,1,2,1,2,2.110185,4.93185,9.75051,24.14181
"192","2014-06-03 00:00:00","miniata_t6hr_40x__12","40x",300,"8",0,"m",92.34687,40.63521,29.18685,9.50796,4.27380952380952,3.06972789115646,1,12.09516,4.5276,2.67142857142857,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",4,8,1,1,1,1,2,1,2,2.70039,8.384145,9.75051,37.90248
"193","2014-06-03 00:00:00","miniata_t6hr_40x__13","40x",300,"16",0,"m",62.48088,32.63106,19.19379,11.70708,2.78729281767956,1.63950276243094,1,9.00669,3.7191,2.42173913043478,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",5,16,1,1,1,1,2,1,2,2.52252,8.84499,9.75051,31.24044
"195","2014-06-03 00:00:00","miniata_t6hr_40x__15","40x",300,"16",0,"m",51.54996,25.69413,16.86531,16.12149,1.5937813440321,1.04613841524574,1,12.1275,4.39824,2.75735294117647,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",5,16,1,1,1,1,2,1,2,1.059135,8.5701,9.75051,31.539585
"196","2014-06-03 00:00:00","miniata_t6hr_40x__16","40x",300,"16",0,"m",81.43212,41.26584,31.01406,14.29428,2.8868778280543,2.16968325791855,1,11.319,4.26888,2.65151515151515,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",5,16,1,1,1,1,2,1,2,0,10.340715,9.75051,55.70565
"199","2014-06-03 00:00:00","miniata_t6hr_40x__19","40x",300,"16",0,"m",62.20599,28.58856,20.24484,17.3019,1.65233644859813,1.17009345794393,1,9.0552,4.94802,1.83006535947712,0,"mm40","df","asterina_miniata","echinodermata","bd",811,36,"2014-06-03 00:00:00","rah",5,16,1,1,1,1,2,1,2,2.336565,7.413945,9.75051,36.01059
